34200.583939553,1,1,100,1396031,1
34201.165926878,5,1,100,1396031,1
34201.492587388,1,2,100,1399877,1
34201.793991298,1,3,100,1399988,1
34202.284779559,3,2,100,1399877,1
34203.520721367,1,4,100,1402636,-1
34203.811833721,5,3,100,1399988,1
34205.15148262,5,4,100,1402636,-1
34205.916032282,1,5,100,1399108,1
34206.653024955,5,5,100,1399108,1
34207.312931248,1,6,100,1401135,1
34207.580375354,3,6,100,1401135,1
34208.284555043,1,7,100,1403455,-1
34208.595470084,3,7,100,1403455,-1
34209.132295486,1,8,100,1406681,-1
34209.872841438,3,8,100,1406681,-1
34210.523410418,1,9,100,1405245,-1
34211.233711817,1,10,100,1406748,-1
34211.526857642,5,9,100,1405245,-1
34212.083665729,1,11,100,1403038,1
34212.460872011,1,12,100,1402507,1
34213.135500272,1,13,100,1405365,-1
34213.597560068,1,14,100,1403972,1
34214.31395076,3,13,100,1405365,-1
34214.843045119,1,15,100,1403356,1
34215.381175307,1,16,100,1401641,1
34215.742068902,1,17,100,1408856,-1
34216.28671142,1,18,100,1404737,1
34216.708866777,3,15,100,1403356,1
34217.347481886,1,19,100,1409433,-1
34217.760556535,1,20,100,1405229,1
34218.08659528,1,21,100,1407091,1
34218.399213867,4,17,100,1408856,-1
34218.955616016,1,22,100,1407973,-1
34219.424885422,1,23,100,1404737,1
34219.759236706,1,24,100,1409192,1
34220.155808878,1,25,100,1406788,1
34220.671759294,1,26,100,1410377,1
34221.890126723,1,27,100,1402827,1
34222.932334233,3,11,100,1403038,1
34223.284212265,1,28,100,1405354,1
34223.686453935,4,21,100,1407091,1
34224.190854492,1,29,100,1408841,-1
34224.555849468,1,30,100,1407215,-1
34224.883886504,1,31,100,1407733,-1
34226.615121561,1,32,100,1409386,-1
34227.054509607,1,33,100,1407596,-1
34227.400253671,3,10,100,1406748,-1
34227.688498965,1,34,100,1405971,1
34228.45939676,1,35,100,1403076,1
34228.783890308,3,23,100,1404737,1
34229.518118667,1,36,100,1399335,1
34230.176458099,3,35,100,1403076,1
34231.225371042,5,12,100,1402507,1
34231.496106588,1,37,100,1404162,1
34232.082433437,3,19,100,1409433,-1
34232.398217531,1,38,100,1402190,1
34232.807862237,1,39,100,1405053,-1
34233.282609349,1,40,100,1411958,-1
34233.948971426,3,28,100,1405354,1
34234.593337051,5,37,100,1404162,1
34235.04495827,5,34,100,1405971,1
34235.565376404,5,36,100,1399335,1
34236.027916158,4,39,100,1405053,-1
34236.67162449,1,41,100,1401969,1
34237.338765357,1,42,100,1408795,-1
34238.059432389,4,26,100,1410377,1
34238.543275629,3,32,100,1409386,-1
34238.815323525,4,14,100,1403972,1
34239.107914723,1,43,100,1403032,1
34239.859903818,1,44,100,1401761,1
34240.304982469,1,45,100,1403828,-1
34240.733386685,1,46,100,1402430,1
34241.452285898,1,47,100,1403316,-1
34241.872998731,1,48,100,1397822,1
34242.418885904,1,49,100,1400600,-1
34243.122277291,1,50,100,1393763,1
34243.71595058,5,44,100,1401761,1
34244.437849274,1,51,100,1399249,-1
34245.189751546,4,46,100,1402430,1
34245.949212486,4,25,100,1406788,1
34246.316480694,5,41,100,1401969,1
34246.979745439,4,50,100,1393763,1
34247.355052453,3,29,100,1408841,-1
34247.718078297,3,20,100,1405229,1
34248.332723345,1,52,100,1393742,-1
34249.069172735,4,38,100,1402190,1
34249.335700856,5,22,100,1407973,-1
34249.911602258,3,45,100,1403828,-1
34251.944131368,1,53,100,1390139,-1
34252.359335801,3,33,100,1407596,-1
34252.762043025,1,54,100,1388022,-1
34253.395668416,1,55,100,1388281,-1
34253.9027831,3,40,100,1411958,-1
34254.644573888,1,56,100,1388071,-1
34255.207228223,3,56,100,1388071,-1
34255.592879842,1,57,100,1383259,1
34256.224203248,1,58,100,1386866,1
34256.659499923,3,27,100,1402827,1
34257.294761003,1,59,100,1385719,-1
34258.063566494,1,60,100,1390034,-1
34258.687582135,3,47,100,1403316,-1
34259.168158541,5,16,100,1401641,1
34259.62647012,1,61,100,1390375,-1
34260.028260827,3,43,100,1403032,1
34260.738935678,5,49,100,1400600,-1
34261.278494456,1,62,100,1386405,1
34262.052540054,1,63,100,1390726,-1
34263.35278222,1,64,100,1391258,-1
34263.708233385,5,59,100,1385719,-1
34264.377934963,3,31,100,1407733,-1
34265.343806171,3,57,100,1383259,1
34266.005722154,3,63,100,1390726,-1
34266.711557893,3,30,100,1407215,-1
34267.287400593,4,48,100,1397822,1
34267.626782066,4,18,100,1404737,1
34268.257963331,1,65,100,1385095,1
34268.818277487,1,66,100,1388177,1
34269.588577004,5,62,100,1386405,1
34270.130953012,3,51,100,1399249,-1
34270.899967426,3,66,100,1388177,1
34271.3235087,4,24,100,1409192,1
34272.045740459,4,53,100,1390139,-1
34273.154362716,1,67,100,1389931,1
34274.25564252,4,64,100,1391258,-1
34274.62570252,1,68,100,1386846,1
34274.968467692,1,69,100,1391052,-1
34275.695133207,1,70,100,1391515,-1
34275.99799789,3,55,100,1388281,-1
34276.669080581,5,65,100,1385095,1
34277.311430879,3,67,100,1389931,1
34277.621387259,4,68,100,1386846,1
34278.07692924,5,70,100,1391515,-1
34278.3449854,3,42,100,1408795,-1
34279.22260144,1,71,100,1393434,-1
34279.937218398,1,72,100,1388672,1
34280.679222659,1,73,100,1393448,-1
34281.259103356,4,60,100,1390034,-1
34282.042783833,1,74,100,1389822,1
34282.750287578,3,54,100,1388022,-1
34283.135767045,5,69,100,1391052,-1
34283.646327483,4,72,100,1388672,1
34284.399254849,1,75,100,1388147,1
34284.963886763,4,71,100,1393434,-1
34285.330440558,4,73,100,1393448,-1
34286.378688675,3,58,100,1386866,1
34287.078707802,4,52,100,1393742,-1
34287.568076082,4,61,100,1390375,-1
34288.909332568,1,76,100,1397103,-1
34289.259546313,5,76,100,1397103,-1
34290.01882648,1,77,100,1396113,-1
34290.663470359,4,75,100,1388147,1
34291.434802019,1,78,100,1389031,1
34292.082456207,1,79,100,1390177,1
34292.768052549,4,74,100,1389822,1
34293.22887011,3,79,100,1390177,1
34294.228146453,1,80,100,1397716,-1
34294.687748603,1,81,100,1394393,-1
34294.960173934,3,78,100,1389031,1
34295.728684063,5,80,100,1397716,-1
34296.417413492,4,81,100,1394393,-1
34296.862453675,1,82,100,1389768,-1
34297.199894112,1,83,100,1394058,-1
34297.521128403,3,83,100,1394058,-1
34298.093674969,3,82,100,1389768,-1
34298.797256091,4,77,100,1396113,-1
34299.47355654,1,84,100,1391445,-1
34299.828108291,1,85,100,1385554,1
34300.976299691,1,86,100,1392546,-1
34301.419495994,1,87,100,1388359,1
34301.763876419,3,87,100,1388359,1
34302.395879571,1,88,100,1390871,1
34303.834507316,1,89,100,1391967,1
34304.447313636,1,90,100,1397021,-1
34304.978463139,4,84,100,1391445,-1
34305.699929463,1,91,100,1390083,1
34306.111388209,3,90,100,1397021,-1
34306.810816129,1,92,100,1388358,1
34307.511225628,4,91,100,1390083,1
34308.147599119,1,93,100,1386437,1
34308.92924768,5,92,100,1388358,1
34309.662712389,3,93,100,1386437,1
34310.077108201,3,89,100,1391967,1
34310.395057446,1,94,100,1388123,-1
34310.925807856,1,95,100,1386467,-1
34311.453569103,1,96,100,1386527,1
34312.123573807,4,85,100,1385554,1
34312.890676579,4,88,100,1390871,1
34313.549567773,1,97,100,1387365,-1
34314.160132048,4,96,100,1386527,1
34314.817497949,5,97,100,1387365,-1
34315.209629238,1,98,100,1384441,1
34315.91169936,3,94,100,1388123,-1
34316.439918753,4,95,100,1386467,-1
34316.987864141,1,99,100,1386147,1
34317.574266741,4,98,100,1384441,1
34317.861471479,4,86,100,1392546,-1
34318.461710226,5,99,100,1386147,1
34318.729309824,1,100,100,1388992,1
34320.794297943,1,101,100,1385143,1
34321.073649445,1,102,100,1386526,1
34321.656988824,4,102,100,1386526,1
34322.003877155,3,101,100,1385143,1
34322.269818648,5,100,100,1388992,1
34322.881019242,1,103,100,1390357,-1
34323.451170948,3,103,100,1390357,-1
34324.068111441,1,104,100,1384379,1
34324.849092775,4,104,100,1384379,1
34325.278234267,1,105,100,1388259,-1
34325.588254567,3,105,100,1388259,-1
34326.239884037,1,106,200,1386536,1
34326.911706175,4,106,100,1386536,1
34327.360364283,3,106,100,1386536,1
34328.099294376,1,107,100,1386690,-1
34328.806629649,3,107,100,1386690,-1
34329.424167386,1,108,100,1383691,-1
34330.204764182,1,109,100,1381689,1
34331.644187751,4,109,100,1381689,1
34332.009021156,4,108,100,1383691,-1
34332.473729968,1,110,100,1383540,-1
34333.025400225,5,110,100,1383540,-1
34333.766317168,1,111,100,1383415,1
34334.044665726,1,112,100,1385291,-1
34334.371409038,5,112,100,1385291,-1
34334.827605011,1,113,100,1381167,1
34335.594431742,1,114,100,1386928,-1
34336.245170558,4,111,100,1383415,1
34336.588956127,1,115,100,1385296,-1
34336.978222972,3,114,100,1386928,-1
34337.348899578,1,116,100,1380430,1
34337.910043658,1,117,100,1388027,-1
34338.207407863,3,113,100,1381167,1
34339.171222254,4,117,100,1388027,-1
34339.631360543,3,116,100,1380430,1
34340.050537871,3,115,100,1385296,-1
34340.800140502,1,118,100,1391472,1
34341.540691772,4,118,100,1391472,1
34342.222135191,1,119,100,1398207,-1
34342.486036694,4,119,100,1398207,-1
34343.054054104,1,120,100,1389155,1
34343.503215926,1,121,100,1395448,-1
34343.969130699,3,120,100,1389155,1
34344.64933604,5,121,100,1395448,-1
34345.052141539,1,122,100,1392239,1
34345.668686745,5,122,100,1392239,1
34346.203348943,1,123,100,1393113,-1
34346.852602277,1,124,100,1392199,-1
34347.604007455,5,124,100,1392199,-1
34348.237244077,4,123,100,1393113,-1
34348.860784489,1,125,100,1390588,1
34349.136302777,1,126,100,1390620,-1
34349.652041632,1,127,100,1392621,-1
34350.290143896,4,126,100,1390620,-1
34350.896595136,4,125,100,1390588,1
34351.708335872,3,127,100,1392621,-1
34352.230122254,1,128,100,1392657,-1
34353.911711789,1,129,100,1386800,-1
34354.392812291,1,130,100,1383335,1
34354.811683752,1,131,100,1385021,-1
34355.227468476,3,129,100,1386800,-1
34355.493815121,5,128,100,1392657,-1
34355.972820129,1,132,100,1382940,-1
34356.237746886,3,132,100,1382940,-1
34356.606051688,1,133,100,1387499,-1
34356.909951549,1,134,100,1389702,-1
34357.204589654,5,131,100,1385021,-1
34357.487643194,1,135,100,1380701,1
34357.856165698,1,136,100,1388176,-1
34358.179542138,5,135,100,1380701,1
34358.840673221,3,134,100,1389702,-1
34359.300735901,3,130,100,1383335,1
34359.640197217,1,137,100,1380991,1
34360.116805934,5,137,100,1380991,1
34360.842779307,1,138,100,1385132,-1
34361.425714044,4,138,100,1385132,-1
34361.713150429,1,139,100,1381283,1
34362.330244583,1,140,100,1383939,-1
34363.604038387,3,139,100,1381283,1
34364.136480334,1,141,100,1385713,-1
34364.638915748,1,142,100,1378439,1
34364.985977623,1,143,100,1380867,1
34365.366082206,3,142,100,1378439,1
34365.972459956,3,141,100,1385713,-1
34366.526330757,1,144,100,1381711,-1
34367.982473942,1,145,100,1379793,1
34368.464378077,1,146,100,1380459,1
34368.906584256,3,146,100,1380459,1
34369.65990101,3,140,100,1383939,-1
34369.986883726,1,147,100,1379304,1
34370.335494671,1,148,100,1378535,1
34370.66388942,1,149,100,1382709,1
34371.39247123,3,145,100,1379793,1
34372.105789906,1,150,100,1385417,-1
34372.979012355,1,151,100,1384224,1
34373.688803263,4,151,100,1384224,1
34374.108820269,4,144,100,1381711,-1
34374.786812229,5,150,100,1385417,-1
34375.562483391,1,152,100,1383435,1
34376.266891214,1,153,100,1383947,1
34376.598331323,1,154,100,1389718,-1
34377.00871205,4,153,100,1383947,1
34377.664566085,1,155,100,1384404,1
34377.997677941,3,155,100,1384404,1
34378.421688534,1,156,100,1390433,-1
34378.907475301,1,157,100,1389812,-1
34379.472967449,1,158,100,1385687,1
34380.107932089,3,133,100,1387499,-1
34380.475752666,4,154,100,1389718,-1
34381.049716586,1,159,100,1395505,-1
34381.66028654,3,158,100,1385687,1
34381.984450898,1,160,100,1389800,-1
34382.563392018,3,156,100,1390433,-1
34383.095638008,4,136,100,1388176,-1
34384.326477475,3,160,100,1389800,-1
34384.781486956,4,157,100,1389812,-1
34386.432279218,1,161,100,1391845,-1
34386.936350508,1,162,100,1391607,-1
34387.33490911,1,163,100,1391469,1
34387.695003484,1,164,200,1391706,-1
34388.27266139,5,164,100,1391706,-1
34388.913345872,1,165,100,1388512,-1
34389.398717251,4,162,100,1391607,-1
34389.756867414,5,149,100,1382709,1
34390.117170288,1,166,100,1388070,1
34390.837105894,4,161,100,1391845,-1
34391.188238645,1,167,100,1394383,-1
34391.849985325,1,168,100,1396424,-1
34392.812046477,1,169,100,1390395,1
34393.489702557,1,170,100,1397400,-1
34393.874538705,3,148,100,1378535,1
34394.589270605,1,171,100,1391616,1
34394.951232239,3,168,100,1396424,-1
34395.719890513,1,172,100,1394771,1
34396.082782439,4,165,100,1388512,-1
34396.765708071,4,170,100,1397400,-1
34397.464258232,4,164,100,1391706,-1
34397.852312542,5,159,100,1395505,-1
34398.499054379,3,167,100,1394383,-1
34398.814730366,3,166,100,1388070,1
34399.287106472,1,173,100,1394308,1
34399.752095632,3,169,100,1390395,1
34400.35175669,3,173,100,1394308,1
34400.825282624,1,174,100,1394113,1
34402.09611217,1,175,100,1399586,-1
34402.508047229,4,175,100,1399586,-1
34402.80301448,4,172,100,1394771,1
34403.336230987,1,176,100,1397167,1
34405.157060391,4,163,100,1391469,1
34405.773465328,4,176,100,1397167,1
34406.310036625,3,143,100,1380867,1
34407.060739106,1,177,100,1402718,-1
34407.817242401,1,178,100,1401037,-1
34409.278003186,5,178,100,1401037,-1
34409.689995255,5,147,100,1379304,1
34411.616885929,1,179,100,1401502,-1
34412.109544655,1,180,100,1394737,1
34412.819773353,3,179,100,1401502,-1
34413.999408057,3,152,100,1383435,1
34414.577234221,1,181,100,1396030,-1
34415.031916472,1,182,100,1394440,1
34415.792621937,3,181,100,1396030,-1
34416.956393525,1,183,100,1395341,1
34417.652901912,3,171,100,1391616,1
34418.070366202,5,183,100,1395341,1
34419.439091745,1,184,100,1398898,1
34420.098812936,3,174,100,1394113,1
34420.557456846,3,184,100,1398898,1
34421.299928036,1,185,100,1404808,-1
34421.650211865,3,185,100,1404808,-1
34422.275872945,4,177,100,1402718,-1
34423.029960254,3,182,100,1394440,1
34423.407809887,4,180,100,1394737,1
34424.048403552,1,186,100,1400843,-1
34424.733831923,1,187,100,1397209,1
34425.273797314,3,187,100,1397209,1
34425.89973343,1,188,100,1403451,-1
34426.687828301,3,186,100,1400843,-1
34427.458301992,1,189,100,1397224,-1
